Month,NIRBRS Crime,Frequency All Neighborhoods,Frequency % All Neighborhoods,Frequency at 75252,Frequency % at 75252,Frequency at 75248,Frequency % at 75248,Frequency at 75246,Frequency % at 75246,Frequency at 75243,Frequency % at 75243,Frequency at 75042,Frequency % at 75042,Frequency at 75216,Frequency % at 75216,Frequency at 75115,Frequency % at 75115,Frequency at 75062,Frequency % at 75062,Frequency at 75212,Frequency % at 75212,Frequency at 75137,Frequency % at 75137,Frequency at 75211,Frequency % at 75211,Frequency at 75229,Frequency % at 75229,Frequency at 75231,Frequency % at 75231,Frequency at 75041,Frequency % at 75041,Frequency at 75206,Frequency % at 75206,Frequency at 75247,Frequency % at 75247,Frequency at 75220,Frequency % at 75220,Frequency at 75149,Frequency % at 75149,Frequency at 75210,Frequency % at 75210,Frequency at 75104,Frequency % at 75104,Frequency at 75001,Frequency % at 75001,Frequency at 75251,Frequency % at 75251,Frequency at 75080,Frequency % at 75080,Frequency at 75204,Frequency % at 75204,Frequency at 75006,Frequency % at 75006,Frequency at 75254,Frequency % at 75254,Frequency at 75218,Frequency % at 75218,Frequency at 75116,Frequency % at 75116,Frequency at 75287,Frequency % at 75287,Frequency at 75234,Frequency % at 75234,Frequency at 75209,Frequency % at 75209,Frequency at 75202,Frequency % at 75202,Frequency at 75141,Frequency % at 75141,Frequency at 75233,Frequency % at 75233,Frequency at 75244,Frequency % at 75244,Frequency at 75232,Frequency % at 75232,Frequency at 75270,Frequency % at 75270,Frequency at 75228,Frequency % at 75228,Frequency at 75227,Frequency % at 75227,Frequency at 75240,Frequency % at 75240,Frequency at 75019,Frequency % at 75019,Frequency at 75208,Frequency % at 75208,Frequency at 75201,Frequency % at 75201,Frequency at 75052,Frequency % at 75052,Frequency at 75214,Frequency % at 75214,Frequency at 75219,Frequency % at 75219,Frequency at 75217,Frequency % at 75217,Frequency at 75225,Frequency % at 75225,Frequency at 75238,Frequency % at 75238,Frequency at 75051,Frequency % at 75051,Frequency at 75063,Frequency % at 75063,Frequency at 75007,Frequency % at 75007,Frequency at 75226,Frequency % at 75226,Frequency at 75203,Frequency % at 75203,Frequency at 75134,Frequency % at 75134,Frequency at 75236,Frequency % at 75236,Frequency at 75224,Frequency % at 75224,Frequency at 75207,Frequency % at 75207,Frequency at 75205,Frequency % at 75205,Frequency at 75230,Frequency % at 75230,Frequency at 75253,Frequency % at 75253,Frequency at 75235,Frequency % at 75235,Frequency at 75159,Frequency % at 75159,Frequency at 75081,Frequency % at 75081,Frequency at 75249,Frequency % at 75249,Frequency at 75241,Frequency % at 75241,Frequency at 75215,Frequency % at 75215,Frequency at 75237,Frequency % at 75237,Frequency at 75223,Frequency % at 75223
10,ROBBERY-INDIVIDUAL,125,0.17,2,0.32,1,0.1,0,0,6,0.18,,,3,0.1,,,,,1,0.07,,,3,0.1,7,0.39,8,0.28,,,4,0.17,1,0.08,15,0.43,0,0,6,0.77,,,0,0,1,0.27,,,6,0.18,,,1,0.1,0,0,,,1,0.05,0,0,0,0,0,0,0,0,0,0,1,0.41,2,0.14,0,0,8,0.23,3,0.14,6,0.32,0,0,3,0.16,2,0.09,,,3,0.23,1,0.06,4,0.14,0,0,0,0,0,0,,,0,0,6,0.45,1,0.09,,,1,0.14,4,0.25,1,0.08,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,2,0.09,5,0.22,1,0.05,4,0.53
10,SHOPLIFTING,145,0.2,6,0.95,8,0.79,0,0,10,0.3,,,0,0,,,,,2,0.13,,,2,0.07,7,0.39,14,0.48,,,3,0.13,10,0.83,7,0.2,0,0,0,0,,,0,0,0,0,,,9,0.27,,,1,0.1,0,0,,,1,0.05,0,0,1,0.15,0,0,0,0,1,0.16,0,0,15,1.02,0,0,3,0.09,3,0.14,7,0.38,0,0,1,0.05,2,0.09,,,0,0,1,0.06,6,0.21,4,0.85,2,0.14,0,0,,,0,0,0,0,1,0.09,,,0,0,5,0.31,0,0,1,0.23,4,0.34,1,0.18,2,0.11,0,0,0,0,0,0,1,0.05,2,0.09,2,0.11,0,0
10,SIMPLE ASSAULT,198,0.27,3,0.47,0,0,0,0,6,0.18,,,17,0.57,,,,,4,0.27,,,5,0.17,2,0.11,8,0.28,,,2,0.08,3,0.25,13,0.38,0,0,6,0.77,,,0,0,0,0,,,8,0.24,,,0,0,2,0.21,,,3,0.16,1,0.31,1,0.15,4,0.35,0,0,1,0.16,0,0,2,0.14,0,0,4,0.12,4,0.19,7,0.38,1,2,2,0.11,8,0.36,,,2,0.15,6,0.34,6,0.21,1,0.21,3,0.21,0,0,,,0,0,4,0.3,4,0.35,,,4,0.56,8,0.5,3,0.25,1,0.23,4,0.34,0,0,5,0.26,0,0,0,0,0,0,6,0.27,15,0.67,8,0.42,1,0.13
10,STOLEN PROPERTY OFFENSES,24,0.03,0,0,0,0,0,0,1,0.03,,,0,0,,,,,1,0.07,,,0,0,0,0,0,0,,,0,0,2,0.17,5,0.14,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,1,0.11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,1,0.03,2,0.09,1,0.05,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,1,0.07,0,0,,,0,0,0,0,1,0.09,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,1,0.05,2,0.09,1,0.05,1,0.13
10,THEFT FROM MOTOR VEHICLE,1114,1.5,5,0.79,21,2.06,4,2.04,31,0.92,,,14,0.47,,,,,14,0.94,,,44,1.51,23,1.28,38,1.32,,,46,1.92,12,1,48,1.39,0,0,2,0.26,,,2,11.11,7,1.87,,,96,2.85,,,20,1.93,8,0.84,,,44,2.36,7,2.15,23,3.42,32,2.78,0,0,6,0.96,5,2.07,12,0.81,0,0,47,1.37,17,0.79,32,1.73,0,0,19,1,40,1.78,,,23,1.73,50,2.82,30,1.03,8,1.7,22,1.57,0,0,,,0,0,50,3.71,18,1.57,,,10,1.4,8,0.5,25,2.05,9,2.09,26,2.2,8,1.42,24,1.27,0,0,0,0,3,1.21,45,2.03,8,0.36,20,1.06,8,1.06
10,THEFT OF BUILDING,77,0.1,0,0,3,0.29,1,0.51,1,0.03,,,1,0.03,,,,,0,0,,,4,0.14,3,0.17,4,0.14,,,3,0.13,2,0.17,2,0.06,0,0,2,0.26,,,0,0,1,0.27,,,4,0.12,,,2,0.19,0,0,,,2,0.11,0,0,2,0.3,1,0.09,0,0,0,0,0,0,1,0.07,0,0,6,0.17,0,0,3,0.16,0,0,0,0,7,0.31,,,2,0.15,3,0.17,2,0.07,1,0.21,0,0,0,0,,,0,0,3,0.22,1,0.09,,,0,0,2,0.12,0,0,0,0,3,0.25,1,0.18,0,0,0,0,0,0,0,0,2,0.09,2,0.09,0,0,0,0
10,THEFT OF COIN-OPERATED MACHINE OR DEVICE,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,521,0.7,3,0.47,21,2.06,2,1.02,29,0.86,,,13,0.44,,,,,8,0.54,,,21,0.72,14,0.78,28,0.97,,,25,1.04,16,1.33,24,0.69,0,0,3,0.38,,,0,0,2,0.53,,,17,0.5,,,10,0.96,10,1.05,,,14,0.75,1,0.31,9,1.34,4,0.35,0,0,5,0.8,2,0.83,11,0.74,1,8.33,22,0.64,13,0.6,19,1.03,0,0,9,0.47,19,0.84,,,10,0.75,10,0.56,14,0.48,3,0.64,16,1.14,0,0,,,0,0,2,0.15,5,0.43,,,5,0.7,11,0.68,12,0.98,1,0.23,7,0.59,4,0.71,14,0.74,0,0,0,0,0,0,5,0.23,5,0.22,15,0.8,7,0.93
10,UUMV,1032,1.39,6,0.95,14,1.38,5,2.55,34,1.01,,,24,0.81,,,,,16,1.07,,,83,2.84,14,0.78,37,1.28,,,30,1.25,13,1.08,45,1.3,0,0,14,1.79,,,2,11.11,6,1.6,,,40,1.19,,,17,1.64,9,0.95,,,24,1.29,2,0.62,8,1.19,23,2,1,20,17,2.72,1,0.41,23,1.56,0,0,57,1.66,36,1.67,25,1.35,0,0,44,2.31,47,2.09,,,18,1.36,20,1.13,32,1.1,5,1.06,20,1.42,0,0,,,0,0,15,1.11,24,2.09,,,19,2.66,16,0.99,16,1.31,3,0.7,12,1.01,8,1.42,22,1.17,0,0,0,0,6,2.43,23,1.04,20,0.89,22,1.17,14,1.85
10,WEAPON LAW VIOLATIONS,65,0.09,0,0,0,0,0,0,7,0.21,,,3,0.1,,,,,0,0,,,4,0.14,3,0.17,1,0.03,,,0,0,2,0.17,4,0.12,0,0,0,0,,,0,0,0,0,,,5,0.15,,,0,0,0,0,,,2,0.11,0,0,0,0,0,0,0,0,2,0.32,0,0,1,0.07,0,0,2,0.06,1,0.05,0,0,0,0,1,0.05,1,0.04,,,3,0.23,0,0,3,0.1,0,0,0,0,0,0,,,0,0,0,0,1,0.09,,,3,0.42,4,0.25,0,0,0,0,0,0,1,0.18,8,0.42,0,0,0,0,0,0,2,0.09,1,0.04,0,0,0,0
10,WELFARE FRAUD,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,AGG ASSAULT - NFV,221,0.3,1,0.16,0,0,1,0.51,13,0.39,,,25,0.84,,,,,7,0.47,,,5,0.17,5,0.28,3,0.1,,,1,0.04,5,0.42,14,0.4,0,0,5,0.64,,,,,0,0,0,0,6,0.18,,,3,0.29,2,0.21,,,8,0.43,3,0.92,1,0.15,4,0.35,,,0,0,0,0,7,0.47,0,0,14,0.41,5,0.23,5,0.27,0,0,2,0.11,6,0.27,,,2,0.15,4,0.23,9,0.31,0,0,2,0.14,,,0,0,,,2,0.15,1,0.09,,,4,0.56,7,0.43,3,0.25,0,0,1,0.08,3,0.53,4,0.21,0,0,0,0,0,0,7,0.32,9,0.4,8,0.42,4,0.53
11,ALL OTHER LARCENY,562,0.76,7,1.11,8,0.79,1,0.51,27,0.8,,,28,0.94,,,,,19,1.27,,,13,0.45,16,0.89,14,0.48,,,30,1.25,7,0.58,24,0.69,0,0,6,0.77,,,,,4,1.07,1,6.67,31,0.92,,,5,0.48,7,0.74,,,16,0.86,3,0.92,7,1.04,5,0.43,,,7,1.12,3,1.24,12,0.81,1,8.33,17,0.49,12,0.56,14,0.76,0,0,17,0.89,17,0.76,,,5,0.38,21,1.18,13,0.45,4,0.85,12,0.85,,,0,0,,,8,0.59,12,1.04,,,2,0.28,9,0.56,6,0.49,4,0.93,12,1.01,5,0.89,11,0.58,0,0,0,0,1,0.4,16,0.72,22,0.98,15,0.8,5,0.66
11,ANIMAL CRUELTY,9,0.01,0,0,0,0,0,0,1,0.03,,,1,0.03,,,,,0,0,,,0,0,0,0,1,0.03,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,0.03,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0.03,1,0.05,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,0,0,,,0,0,,,0,0,0,0,,,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0
11,ARSON,12,0.02,0,0,0,0,0,0,1,0.03,,,1,0.03,,,,,0,0,,,1,0.03,0,0,0,0,,,0,0,2,0.17,1,0.03,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,1,0.09,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09,2,0.09,0,0,0,0
11,BETTING/ WAGERING,2,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,BRIBERY,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,BURGLARY-BUSINESS,312,0.42,3,0.47,2,0.2,0,0,21,0.63,,,18,0.61,,,,,5,0.33,,,7,0.24,14,0.78,14,0.48,,,17,0.71,7,0.58,23,0.66,0,0,1,0.13,,,,,0,0,0,0,9,0.27,,,2,0.19,6,0.63,,,3,0.16,1,0.31,0,0,0,0,,,3,0.48,1,0.41,2,0.14,0,0,7,0.2,13,0.6,10,0.54,0,0,13,0.68,6,0.27,,,3,0.23,4,0.23,14,0.48,0,0,13,0.93,,,0,0,,,5,0.37,3,0.26,,,3,0.42,10,0.62,7,0.57,1,0.23,11,0.93,3,0.53,6,0.32,0,0,0,0,0,0,3,0.14,7,0.31,10,0.53,1,0.13
11,BURGLARY-RESIDENCE,250,0.34,0,0,2,0.2,0,0,16,0.48,,,27,0.91,,,,,4,0.27,,,7,0.24,5,0.28,8,0.28,,,11,0.46,1,0.08,6,0.17,0,0,2,0.26,,,,,2,0.53,0,0,14,0.42,,,5,0.48,4,0.42,,,13,0.7,0,0,0,0,1,0.09,,,2,0.32,5,2.07,2,0.14,0,0,9,0.26,10,0.46,4,0.22,0,0,3,0.16,8,0.36,,,8,0.6,10,0.56,13,0.45,0,0,11,0.78,,,0,0,,,0,0,8,0.7,,,3,0.42,4,0.25,2,0.16,1,0.23,2,0.17,0,0,1,0.05,0,0,0,0,0,0,3,0.14,4,0.18,8,0.42,1,0.13
11,COUNTERFEITING / FORGERY,20,0.03,0,0,0,0,0,0,0,0,,,1,0.03,,,,,1,0.07,,,1,0.03,2,0.11,3,0.1,,,1,0.04,1,0.08,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,0.62,0,0,0,0,,,0,0,1,0.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,,,0,0,1,0.06,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,1,0.14,1,0.06,1,0.08,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0
11,CREDIT CARD/ ATM FRAUD,18,0.02,0,0,2,0.2,0,0,1,0.03,,,1,0.03,,,,,0,0,,,0,0,1,0.06,1,0.03,,,0,0,1,0.08,0,0,0,0,0,0,,,,,0,0,0,0,1,0.03,,,0,0,0,0,,,0,0,0,0,1,0.15,0,0,,,0,0,1,0.41,0,0,0,0,1,0.03,0,0,1,0.05,0,0,1,0.05,0,0,,,0,0,0,0,1,0.03,0,0,1,0.07,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,2,0.11,0,0
11,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,682,0.92,2,0.32,16,1.57,2,1.02,48,1.43,,,36,1.21,,,,,16,1.07,,,23,0.79,14,0.78,25,0.87,,,22,0.92,4,0.33,36,1.04,0,0,9,1.15,,,,,1,0.27,0,0,20,0.59,,,7,0.68,8,0.84,,,22,1.18,1,0.31,4,0.59,4,0.35,,,6,0.96,3,1.24,16,1.08,0,0,36,1.05,28,1.3,14,0.76,0,0,9,0.47,20,0.89,,,11,0.83,9,0.51,33,1.14,3,0.64,20,1.42,,,0,0,,,4,0.3,7,0.61,,,9,1.26,28,1.74,12,0.98,1,0.23,9,0.76,4,0.71,10,0.53,0,0,0,0,6,2.43,22,0.99,20,0.89,18,0.95,4,0.53
11,DRUG EQUIPMENT VIOLATIONS,21,0.03,0,0,0,0,0,0,0,0,,,1,0.03,,,,,0,0,,,1,0.03,0,0,0,0,,,1,0.04,0,0,2,0.06,0,0,0,0,,,,,1,0.27,0,0,1,0.03,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,2,0.11,0,0,,,1,0.08,1,0.06,2,0.07,0,0,0,0,,,0,0,,,1,0.07,0,0,,,0,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,1,0.04,0,0,0,0
11,DRUG/ NARCOTIC VIOLATIONS,362,0.49,3,0.47,0,0,0,0,12,0.36,,,26,0.88,,,,,10,0.67,,,15,0.51,19,1.06,7,0.24,,,4,0.17,8,0.67,21,0.61,2,8.7,6,0.77,,,,,1,0.27,0,0,2,0.06,,,4,0.39,4,0.42,,,4,0.21,0,0,1,0.15,0,0,,,4,0.64,1,0.41,8,0.54,0,0,16,0.47,19,0.88,5,0.27,0,0,7,0.37,6,0.27,,,1,0.08,2,0.11,37,1.28,2,0.42,5,0.36,,,0,0,,,6,0.45,4,0.35,,,0,0,3,0.19,5,0.41,0,0,6,0.51,2,0.36,8,0.42,1,12.5,1,9.09,0,0,14,0.63,33,1.47,13,0.69,4,0.53
11,EMBEZZELMENT,27,0.04,1,0.16,0,0,0,0,1,0.03,,,2,0.07,,,,,0,0,,,3,0.1,0,0,1,0.03,,,1,0.04,0,0,1,0.03,0,0,1,0.13,,,,,0,0,0,0,1,0.03,,,0,0,0,0,,,2,0.11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,3,0.09,0,0,1,0.05,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,0,0,,,0,0,,,0,0,0,0,,,2,0.28,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.27,0,0
11,EXTORTION/ BLACKMAIL,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,FALSE PRETENSES/ SWINDLE/ CONFIDENCE GAME,83,0.11,2,0.32,3,0.29,0,0,3,0.09,,,2,0.07,,,,,2,0.13,,,1,0.03,4,0.22,3,0.1,,,2,0.08,0,0,3,0.09,0,0,0,0,,,,,0,0,0,0,7,0.21,,,0,0,0,0,,,0,0,0,0,2,0.3,6,0.52,,,0,0,0,0,3,0.2,0,0,4,0.12,3,0.14,3,0.16,0,0,2,0.11,4,0.18,,,2,0.15,0,0,2,0.07,0,0,1,0.07,,,0,0,,,1,0.07,2,0.17,,,1,0.14,1,0.06,1,0.08,0,0,2,0.17,0,0,3,0.16,0,0,0,0,0,0,0,0,3,0.13,5,0.27,0,0
11,HACKING/COMPUTER INVASION,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"HUMAN TRAFFICKING, INVOLUNTARY SERVITUDE",0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,IDENTITY THEFT,13,0.02,0,0,1,0.1,0,0,3,0.09,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,1,0.05,0,0,0,0,0,0,,,0,0,0,0,1,0.07,0,0,1,0.03,0,0,0,0,0,0,1,0.05,2,0.09,,,1,0.08,1,0.06,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,IMPERSONATION,1,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,INTIMIDATION,187,0.25,2,0.32,5,0.49,1,0.51,17,0.51,,,9,0.3,,,,,4,0.27,,,5,0.17,4,0.22,8,0.28,,,4,0.17,1,0.08,6,0.17,0,0,6,0.77,,,,,1,0.27,0,0,6,0.18,,,5,0.48,3,0.32,,,8,0.43,0,0,3,0.45,2,0.17,,,0,0,1,0.41,5,0.34,0,0,10,0.29,6,0.28,2,0.11,1,2,2,0.11,2,0.09,,,4,0.3,8,0.45,6,0.21,0,0,4,0.28,,,0,0,,,3,0.22,0,0,,,0,0,9,0.56,3,0.25,1,0.23,0,0,2,0.36,2,0.11,0,0,0,0,1,0.4,4,0.18,5,0.22,5,0.27,1,0.13
11,JUSTIFIABLE HOMICIDE,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,KIDNAPPING/ ABDUCTION,5,0.01,0,0,0,0,0,0,0,0,,,1,0.03,,,,,0,0,,,0,0,1,0.06,1,0.03,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0
11,MURDER & NONNEGLIGENT MANSLAUGHTER,6,0.01,0,0,0,0,0,0,0,0,,,2,0.07,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0.13,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0.07,,,0,0,,,1,0.07,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,NEGLIGENT MANSLAUGHTER,1,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,POCKET-PICKING,9,0.01,0,0,1,0.1,0,0,0,0,,,0,0,,,,,1,0.07,,,0,0,1,0.06,0,0,,,0,0,0,0,3,0.09,0,0,0,0,,,,,0,0,0,0,2,0.06,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,PORNOGRAPHY/ OBSCENE MATERIAL,1,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,1,0.04,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,PURSE-SNATCHING,5,0.01,0,0,0,0,0,0,1,0.03,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0.07,0,0,0,0,1,0.05,0,0,0,0,0,0,1,0.04,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0
11,ROBBERY-BUSINESS,26,0.03,0,0,0,0,0,0,0,0,,,2,0.07,,,,,0,0,,,1,0.03,0,0,0,0,,,0,0,1,0.08,2,0.06,0,0,0,0,,,,,1,0.27,0,0,3,0.09,,,1,0.1,1,0.11,,,0,0,1,0.31,0,0,1,0.09,,,1,0.16,0,0,0,0,0,0,1,0.03,0,0,1,0.05,0,0,1,0.05,0,0,,,0,0,0,0,3,0.1,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,3,0.19,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0
