Month,NIRBRS Crime,Frequency All Neighborhoods,Frequency % All Neighborhoods,Frequency at 75252,Frequency % at 75252,Frequency at 75248,Frequency % at 75248,Frequency at 75246,Frequency % at 75246,Frequency at 75243,Frequency % at 75243,Frequency at 75042,Frequency % at 75042,Frequency at 75216,Frequency % at 75216,Frequency at 75115,Frequency % at 75115,Frequency at 75062,Frequency % at 75062,Frequency at 75212,Frequency % at 75212,Frequency at 75137,Frequency % at 75137,Frequency at 75211,Frequency % at 75211,Frequency at 75229,Frequency % at 75229,Frequency at 75231,Frequency % at 75231,Frequency at 75041,Frequency % at 75041,Frequency at 75206,Frequency % at 75206,Frequency at 75247,Frequency % at 75247,Frequency at 75220,Frequency % at 75220,Frequency at 75149,Frequency % at 75149,Frequency at 75210,Frequency % at 75210,Frequency at 75104,Frequency % at 75104,Frequency at 75001,Frequency % at 75001,Frequency at 75251,Frequency % at 75251,Frequency at 75080,Frequency % at 75080,Frequency at 75204,Frequency % at 75204,Frequency at 75006,Frequency % at 75006,Frequency at 75254,Frequency % at 75254,Frequency at 75218,Frequency % at 75218,Frequency at 75116,Frequency % at 75116,Frequency at 75287,Frequency % at 75287,Frequency at 75234,Frequency % at 75234,Frequency at 75209,Frequency % at 75209,Frequency at 75202,Frequency % at 75202,Frequency at 75141,Frequency % at 75141,Frequency at 75233,Frequency % at 75233,Frequency at 75244,Frequency % at 75244,Frequency at 75232,Frequency % at 75232,Frequency at 75270,Frequency % at 75270,Frequency at 75228,Frequency % at 75228,Frequency at 75227,Frequency % at 75227,Frequency at 75240,Frequency % at 75240,Frequency at 75019,Frequency % at 75019,Frequency at 75208,Frequency % at 75208,Frequency at 75201,Frequency % at 75201,Frequency at 75052,Frequency % at 75052,Frequency at 75214,Frequency % at 75214,Frequency at 75219,Frequency % at 75219,Frequency at 75217,Frequency % at 75217,Frequency at 75225,Frequency % at 75225,Frequency at 75238,Frequency % at 75238,Frequency at 75051,Frequency % at 75051,Frequency at 75063,Frequency % at 75063,Frequency at 75007,Frequency % at 75007,Frequency at 75226,Frequency % at 75226,Frequency at 75203,Frequency % at 75203,Frequency at 75134,Frequency % at 75134,Frequency at 75236,Frequency % at 75236,Frequency at 75224,Frequency % at 75224,Frequency at 75207,Frequency % at 75207,Frequency at 75205,Frequency % at 75205,Frequency at 75230,Frequency % at 75230,Frequency at 75253,Frequency % at 75253,Frequency at 75235,Frequency % at 75235,Frequency at 75159,Frequency % at 75159,Frequency at 75081,Frequency % at 75081,Frequency at 75249,Frequency % at 75249,Frequency at 75241,Frequency % at 75241,Frequency at 75215,Frequency % at 75215,Frequency at 75237,Frequency % at 75237,Frequency at 75223,Frequency % at 75223
1,SHOPLIFTING,119,0.16,5,0.79,1,0.1,0,0,4,0.12,0,0,1,0.03,,,,,2,0.13,0,0,4,0.14,0,0,14,0.48,,,10,0.42,3,0.25,11,0.32,0,0,2,0.26,,,0,0,0,0,0,0,5,0.15,0,0,4,0.39,2,0.21,,,1,0.05,0,0,1,0.15,1,0.09,,,2,0.32,2,0.83,8,0.54,,,1,0.03,0,0,7,0.38,0,0,0,0,2,0.09,,,5,0.38,1,0.06,3,0.1,1,0.21,2,0.14,0,0,,,,,0,0,2,0.17,,,0,0,3,0.19,3,0.25,0,0,2,0.17,0,0,2,0.11,0,0,0,0,0,0,1,0.05,0,0,1,0.05,0,0
1,SIMPLE ASSAULT,152,0.2,0,0,4,0.39,3,1.53,12,0.36,0,0,10,0.34,,,,,5,0.33,0,0,4,0.14,2,0.11,3,0.1,,,7,0.29,1,0.08,16,0.46,0,0,3,0.38,,,0,0,0,0,0,0,3,0.09,0,0,2,0.19,1,0.11,,,1,0.05,3,0.92,0,0,1,0.09,,,0,0,1,0.41,1,0.07,,,5,0.15,2,0.09,1,0.05,0,0,1,0.05,6,0.27,,,2,0.15,6,0.34,8,0.28,0,0,4,0.28,1,3.33,,,,,3,0.22,2,0.17,,,2,0.28,4,0.25,2,0.16,0,0,3,0.25,0,0,4,0.21,0,0,0,0,0,0,5,0.23,6,0.27,1,0.05,1,0.13
1,STOLEN PROPERTY OFFENSES,34,0.05,0,0,0,0,0,0,2,0.06,0,0,2,0.07,,,,,2,0.13,0,0,1,0.03,1,0.06,1,0.03,,,0,0,0,0,3,0.09,0,0,0,0,,,0,0,0,0,0,0,1,0.03,0,0,0,0,1,0.11,,,0,0,0,0,0,0,0,0,,,2,0.32,1,0.41,1,0.07,,,4,0.12,2,0.09,0,0,0,0,1,0.05,0,0,,,0,0,0,0,4,0.14,0,0,0,0,0,0,,,,,0,0,1,0.09,,,0,0,0,0,0,0,0,0,0,0,1,0.18,0,0,0,0,0,0,0,0,0,0,2,0.09,1,0.05,0,0
1,THEFT FROM MOTOR VEHICLE,1013,1.36,14,2.22,16,1.57,1,0.51,48,1.43,1,20,12,0.4,,,,,12,0.8,0,0,31,1.06,31,1.73,61,2.11,,,55,2.3,16,1.33,50,1.44,1,4.35,3,0.38,,,0,0,7,1.87,0,0,82,2.43,0,0,20,1.93,18,1.89,,,22,1.18,3,0.92,14,2.08,15,1.3,,,8,1.28,6,2.48,15,1.02,,,41,1.19,15,0.69,15,0.81,1,2,14,0.74,45,2,,,23,1.73,30,1.69,20,0.69,8,1.7,20,1.42,1,3.33,,,,,27,2,9,0.78,,,8,1.12,12,0.74,22,1.8,21,4.88,17,1.44,7,1.25,26,1.38,0,0,0,0,4,1.62,37,1.67,9,0.4,15,0.8,4,0.53
1,THEFT OF BUILDING,54,0.07,0,0,1,0.1,0,0,1,0.03,0,0,1,0.03,,,,,2,0.13,0,0,0,0,1,0.06,2,0.07,,,2,0.08,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,5,0.15,0,0,1,0.1,1,0.11,,,3,0.16,0,0,0,0,3,0.26,,,0,0,1,0.41,0,0,,,2,0.06,0,0,1,0.05,0,0,0,0,5,0.22,,,1,0.08,2,0.11,2,0.07,2,0.42,0,0,0,0,,,,,4,0.3,1,0.09,,,0,0,1,0.06,1,0.08,0,0,3,0.25,0,0,1,0.05,0,0,0,0,0,0,2,0.09,0,0,1,0.05,1,0.13
1,THEFT OF COIN-OPERATED MACHINE OR DEVICE,4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0.08,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,1,0.06,0,0,1,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,446,0.6,6,0.95,8,0.79,0,0,33,0.98,0,0,9,0.3,,,,,12,0.8,0,0,16,0.55,6,0.33,32,1.11,,,15,0.63,11,0.91,16,0.46,0,0,1,0.13,,,0,0,5,1.33,0,0,13,0.39,0,0,14,1.35,7,0.74,,,7,0.38,5,1.54,2,0.3,6,0.52,,,1,0.16,0,0,7,0.47,,,28,0.81,8,0.37,17,0.92,0,0,12,0.63,25,1.11,,,4,0.3,16,0.9,8,0.28,2,0.42,7,0.5,0,0,,,,,5,0.37,10,0.87,,,3,0.42,3,0.19,15,1.23,4,0.93,10,0.85,0,0,12,0.64,0,0,0,0,1,0.4,10,0.45,4,0.18,8,0.42,2,0.26
1,UUMV,1073,1.44,11,1.74,7,0.69,3,1.53,45,1.34,0,0,25,0.84,,,,,23,1.54,0,0,71,2.43,31,1.73,47,1.63,,,34,1.42,28,2.33,69,1.99,1,4.35,8,1.02,,,0,0,3,0.8,1,6.67,41,1.22,0,0,18,1.74,12,1.26,,,22,1.18,7,2.15,8,1.19,24,2.09,,,13,2.08,4,1.65,26,1.76,,,53,1.54,22,1.02,28,1.51,2,4,30,1.58,32,1.42,,,15,1.13,28,1.58,37,1.28,3,0.64,16,1.14,0,0,,,,,11,0.82,18,1.57,,,14,1.96,23,1.43,20,1.64,3,0.7,13,1.1,5,0.89,24,1.27,0,0,0,0,6,2.43,22,0.99,24,1.07,25,1.33,17,2.25
1,WEAPON LAW VIOLATIONS,52,0.07,1,0.16,0,0,0,0,3,0.09,0,0,4,0.13,,,,,0,0,0,0,2,0.07,1,0.06,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,,,2,0.11,0,0,1,0.15,0,0,,,0,0,0,0,2,0.14,,,0,0,4,0.19,0,0,0,0,2,0.11,3,0.13,,,0,0,1,0.06,2,0.07,0,0,0,0,0,0,,,,,2,0.15,3,0.26,,,2,0.28,1,0.06,0,0,0,0,1,0.08,0,0,4,0.21,0,0,0,0,0,0,3,0.14,1,0.04,3,0.16,2,0.26
1,WELFARE FRAUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,AGG ASSAULT - NFV,234,0.31,3,0.47,1,0.1,1,0.51,14,0.42,,,14,0.47,,,,,8,0.54,,,9,0.31,5,0.28,10,0.35,,,1,0.04,6,0.5,14,0.4,0,0,6,0.77,,,0,0,1,0.27,,,11,0.33,,,1,0.1,3,0.32,,,2,0.11,1,0.31,0,0,2,0.17,0,0,5,0.8,0,0,6,0.41,0,0,12,0.35,8,0.37,5,0.27,0,0,5,0.26,6,0.27,,,2,0.15,2,0.11,13,0.45,0,0,3,0.21,0,0,,,0,0,4,0.3,3,0.26,,,2,0.28,7,0.43,2,0.16,0,0,1,0.08,2,0.36,4,0.21,0,0,1,9.09,0,0,7,0.32,8,0.36,9,0.48,4,0.53
10,ALL OTHER LARCENY,583,0.78,6,0.95,10,0.98,1,0.51,25,0.74,,,23,0.78,,,,,23,1.54,,,20,0.69,12,0.67,14,0.48,,,29,1.21,8,0.67,16,0.46,0,0,12,1.53,,,0,0,3,0.8,,,27,0.8,,,5,0.48,7,0.74,,,30,1.61,4,1.23,8,1.19,11,0.96,0,0,6,0.96,2,0.83,10,0.68,0,0,18,0.52,19,0.88,15,0.81,2,4,9,0.47,20,0.89,,,10,0.75,12,0.68,15,0.52,6,1.27,11,0.78,0,0,,,1,14.29,8,0.59,10,0.87,,,3,0.42,13,0.81,10,0.82,3,0.7,14,1.18,2,0.36,11,0.58,0,0,0,0,1,0.4,20,0.9,19,0.84,14,0.74,5,0.66
10,ANIMAL CRUELTY,5,0.01,0,0,0,0,0,0,0,0,,,3,0.1,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0.13,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0.09,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,ARSON,25,0.03,0,0,0,0,0,0,0,0,,,0,0,,,,,1,0.07,,,0,0,0,0,0,0,,,1,0.04,0,0,1,0.03,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,1,0.11,,,0,0,0,0,0,0,0,0,0,0,1,0.16,0,0,1,0.07,0,0,0,0,1,0.05,0,0,0,0,0,0,2,0.09,,,1,0.08,3,0.17,6,0.21,0,0,0,0,0,0,,,0,0,0,0,2,0.17,,,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09,1,0.04,0,0,0,0
10,BETTING/ WAGERING,2,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BRIBERY,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BURGLARY-BUSINESS,326,0.44,2,0.32,2,0.2,1,0.51,7,0.21,,,16,0.54,,,,,7,0.47,,,7,0.24,17,0.95,9,0.31,,,9,0.38,9,0.75,14,0.4,0,0,0,0,,,0,0,0,0,,,12,0.36,,,2,0.19,6,0.63,,,5,0.27,6,1.85,6,0.89,0,0,0,0,1,0.16,0,0,7,0.47,0,0,15,0.44,22,1.02,5,0.27,0,0,12,0.63,3,0.13,,,3,0.23,9,0.51,20,0.69,1,0.21,7,0.5,0,0,,,0,0,8,0.59,7,0.61,,,2,0.28,8,0.5,3,0.25,1,0.23,9,0.76,5,0.89,11,0.58,0,0,0,0,1,0.4,6,0.27,9,0.4,12,0.64,2,0.26
10,BURGLARY-RESIDENCE,250,0.34,2,0.32,4,0.39,0,0,11,0.33,,,15,0.51,,,,,3,0.2,,,5,0.17,3,0.17,9,0.31,,,9,0.38,1,0.08,5,0.14,0,0,3,0.38,,,0,0,1,0.27,,,14,0.42,,,6,0.58,6,0.63,,,14,0.75,1,0.31,3,0.45,0,0,0,0,3,0.48,0,0,5,0.34,0,0,11,0.32,10,0.46,3,0.16,0,0,8,0.42,5,0.22,,,4,0.3,7,0.39,9,0.31,1,0.21,10,0.71,0,0,,,0,0,1,0.07,9,0.78,,,2,0.28,8,0.5,0,0,1,0.23,2,0.17,6,1.07,8,0.42,0,0,1,9.09,1,0.4,11,0.5,2,0.09,4,0.21,3,0.4
10,COUNTERFEITING / FORGERY,17,0.02,0,0,1,0.1,0,0,0,0,,,0,0,,,,,0,0,,,1,0.03,0,0,0,0,,,1,0.04,0,0,0,0,0,0,0,0,,,0,0,0,0,,,1,0.03,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0.16,0,0,0,0,0,0,2,0.06,0,0,1,0.05,0,0,0,0,1,0.04,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0.17,,,0,0,2,0.12,1,0.08,0,0,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,CREDIT CARD/ ATM FRAUD,21,0.03,2,0.32,0,0,0,0,0,0,,,0,0,,,,,0,0,,,1,0.03,0,0,0,0,,,1,0.04,0,0,2,0.06,0,0,1,0.13,,,0,0,0,0,,,0,0,,,1,0.1,0,0,,,0,0,0,0,0,0,2,0.17,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.05,4,0.18,,,1,0.08,0,0,2,0.07,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0.08,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,785,1.06,6,0.95,12,1.18,0,0,33,0.98,,,27,0.91,,,,,23,1.54,,,38,1.3,19,1.06,25,0.87,,,18,0.75,12,1,39,1.13,0,0,9,1.15,,,0,0,5,1.33,,,26,0.77,,,21,2.03,5,0.53,,,19,1.02,3,0.92,5,0.74,10,0.87,0,0,6,0.96,0,0,16,1.08,0,0,42,1.22,35,1.62,23,1.24,1,2,10,0.53,19,0.84,,,10,0.75,13,0.73,41,1.41,1,0.21,26,1.85,1,3.33,,,0,0,16,1.19,9,0.78,,,10,1.4,21,1.3,7,0.57,1,0.23,11,0.93,3,0.53,12,0.64,2,25,0,0,3,1.21,25,1.13,23,1.02,33,1.75,10,1.32
10,DRUG EQUIPMENT VIOLATIONS,16,0.02,1,0.16,0,0,0,0,2,0.06,,,1,0.03,,,,,0,0,,,2,0.07,0,0,0,0,,,1,0.04,0,0,1,0.03,0,0,1,0.13,,,0,0,0,0,,,1,0.03,,,1,0.1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09,1,0.04,0,0,0,0
10,DRUG/ NARCOTIC VIOLATIONS,430,0.58,0,0,4,0.39,1,0.51,17,0.51,,,45,1.52,,,,,15,1,,,27,0.92,12,0.67,3,0.1,,,6,0.25,11,0.91,26,0.75,2,8.7,9,1.15,,,0,0,0,0,,,19,0.56,,,0,0,4,0.42,,,5,0.27,3,0.92,0,0,3,0.26,0,0,0,0,0,0,11,0.74,0,0,19,0.55,17,0.79,7,0.38,0,0,7,0.37,4,0.18,,,2,0.15,2,0.11,24,0.83,1,0.21,4,0.28,0,0,,,1,14.29,3,0.22,8,0.7,,,2,0.28,5,0.31,5,0.41,1,0.23,2,0.17,1,0.18,3,0.16,0,0,0,0,1,0.4,21,0.95,45,2,19,1.01,3,0.4
10,EMBEZZELMENT,21,0.03,0,0,1,0.1,0,0,2,0.06,,,1,0.03,,,,,0,0,,,0,0,1,0.06,0,0,,,0,0,2,0.17,1,0.03,0,0,1,0.13,,,0,0,0,0,,,1,0.03,,,1,0.1,0,0,,,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.05,0,0,0,0,0,0,1,0.04,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.07,1,0.09,,,0,0,1,0.06,1,0.08,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0
10,EXTORTION/ BLACKMAIL,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,FALSE PRETENSES/ SWINDLE/ CONFIDENCE GAME,75,0.1,0,0,1,0.1,1,0.51,5,0.15,,,2,0.07,,,,,0,0,,,3,0.1,3,0.17,2,0.07,,,9,0.38,0,0,4,0.12,0,0,2,0.26,,,0,0,0,0,,,2,0.06,,,1,0.1,1,0.11,,,3,0.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,2,0.06,1,0.05,0,0,0,0,2,0.11,3,0.13,,,3,0.23,0,0,1,0.03,1,0.21,2,0.14,0,0,,,1,14.29,1,0.07,2,0.17,,,0,0,0,0,0,0,0,0,5,0.42,0,0,2,0.11,0,0,0,0,0,0,3,0.14,4,0.18,1,0.05,1,0.13
10,HACKING/COMPUTER INVASION,1,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"HUMAN TRAFFICKING, INVOLUNTARY SERVITUDE",0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,IDENTITY THEFT,15,0.02,2,0.32,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,1,0.06,0,0,,,2,0.08,0,0,2,0.06,0,0,0,0,,,1,5.56,0,0,,,0,0,,,0,0,0,0,,,1,0.05,0,0,0,0,0,0,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,3,0.21,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0
10,IMPERSONATION,1,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,INTIMIDATION,202,0.27,0,0,1,0.1,0,0,9,0.27,,,10,0.34,,,,,4,0.27,,,11,0.38,2,0.11,8,0.28,,,6,0.25,3,0.25,9,0.26,0,0,4,0.51,,,0,0,3,0.8,,,6,0.18,,,3,0.29,2,0.21,,,7,0.38,1,0.31,2,0.3,2,0.17,0,0,2,0.32,1,0.41,3,0.2,0,0,10,0.29,8,0.37,4,0.22,1,2,5,0.26,3,0.13,,,1,0.08,3,0.17,15,0.52,1,0.21,5,0.36,0,0,,,0,0,2,0.15,3,0.26,,,1,0.14,3,0.19,1,0.08,1,0.23,2,0.17,2,0.36,5,0.26,0,0,0,0,2,0.81,8,0.36,6,0.27,9,0.48,2,0.26
10,JUSTIFIABLE HOMICIDE,1,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,KIDNAPPING/ ABDUCTION,4,0.01,0,0,0,0,0,0,0,0,,,1,0.03,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,0,0,,,0,0,0,0,,,1,0.03,,,0,0,0,0,,,0,0,1,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,MURDER & NONNEGLIGENT MANSLAUGHTER,11,0.01,1,0.16,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,1,0.1,1,0.11,,,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,1,0.07,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.05,1,0.13
10,NEGLIGENT MANSLAUGHTER,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,POCKET-PICKING,13,0.02,0,0,0,0,0,0,0,0,,,0,0,,,,,1,0.07,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,4,0.51,,,0,0,0,0,,,1,0.03,,,0,0,0,0,,,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0.06,0,0,0,0,1,0.07,0,0,,,0,0,1,0.07,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,1,0.04,0,0,0,0
10,PORNOGRAPHY/ OBSCENE MATERIAL,1,0,0,0,0,0,0,0,0,0,,,0,0,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,PURSE-SNATCHING,6,0.01,0,0,0,0,0,0,0,0,,,1,0.03,,,,,0,0,,,0,0,0,0,0,0,,,0,0,0,0,1,0.03,0,0,1,0.13,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,1,0.05,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0
10,ROBBERY-BUSINESS,25,0.03,0,0,0,0,0,0,1,0.03,,,4,0.13,,,,,1,0.07,,,1,0.03,2,0.11,2,0.07,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0,2,0.09,0,0,0,0,3,0.16,0,0,,,2,0.15,0,0,2,0.07,0,0,2,0.14,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11,0,0
